key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,,,Too slow :(,0,80,80,23,1,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.308435,Correct!,0,81,81,14,1,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.71633,Correct!,0,82,82,21,1,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.50509,Incorrect,0,83,83,108,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.972255,Incorrect,0,84,84,80,1,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.86786,Incorrect,0,85,85,48,1,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.61889,Correct!,0,86,86,79,1,t3.png,t2.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.88757,Incorrect,0,87,87,0,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.60229,Incorrect,0,88,88,38,1,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.97889,Correct!,0,89,89,96,1,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.08635,Incorrect,0,90,90,118,1,t5.png,t5.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.63297,Correct!,0,91,91,117,1,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.576065,Correct!,0,92,92,78,1,t1.png,t1.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.8852,Incorrect,0,93,93,74,1,t5.png,t4.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.615335,Correct!,0,94,94,8,1,t3.png,t2.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.888815,Incorrect,0,95,95,33,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.735895,Incorrect,0,96,96,25,1,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.46728,Incorrect,0,97,97,69,1,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.53678,Incorrect,0,98,98,12,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.50302,Incorrect,0,99,99,42,1,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.472205,Correct!,0,100,100,116,1,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.34186,Correct!,0,101,101,94,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.88626,Correct!,0,102,102,49,1,t4.png,t5.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.63841,Correct!,0,103,103,84,1,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.284615,Correct!,0,104,104,27,1,t3.png,t1.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.683575,Correct!,0,105,105,115,1,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.339255,Incorrect,0,106,106,99,1,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.30582,Correct!,0,107,107,4,1,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.56785,Incorrect,0,108,108,111,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.43956,Correct!,0,109,109,60,1,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.423985,Correct!,0,110,110,51,1,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.671205,Incorrect,0,111,111,107,1,t1.png,t1.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.504975,Correct!,0,112,112,55,1,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.442755,Correct!,0,113,113,75,1,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.70332,Correct!,0,114,114,91,1,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.639635,Correct!,0,115,115,10,1,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.02672,Correct!,0,116,116,50,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.454955,Incorrect,0,117,117,113,1,t5.png,t4.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.30452,Incorrect,0,118,118,40,1,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.555975,Correct!,0,119,119,52,1,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,,,,,,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,space,2.00282,return,231.278145,0,0,0,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.639135,Incorrect,,,,,,t3.png,t4.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,1,1,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.07191,Incorrect,,,,,,t3.png,t2.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,2,2,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.04067,Correct!,,,,,,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,3,3,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.69051,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,4,4,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.72301,Correct!,,,,,,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,5,5,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.110155,Incorrect,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,6,6,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.886555,Incorrect,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,7,7,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.272405,Correct!,,,,,,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,8,8,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.869025,Correct!,,,,,,t2.png,t2.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,9,9,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.68656,Incorrect,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,10,10,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.200515,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,11,11,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.621765,Correct!,,,,,,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,12,12,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.29859,Correct!,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,13,13,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.25392,Incorrect,,,,,,t1.png,t2.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,14,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.52145,Incorrect,,,,,,t3.png,t4.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,15,15,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.775525,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,16,16,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.475655,Correct!,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,17,17,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.203125,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,18,18,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.20255,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,19,19,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.035015,Incorrect,,,,,,t5.png,t3.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,20,20,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.903385,Correct!,,,,,,t3.png,t4.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,21,21,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.471355,Correct!,,,,,,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,22,22,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.9992,Correct!,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,23,23,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.133385,Incorrect,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,24,24,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.32763,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,25,25,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.31952,Correct!,,,,,,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,26,26,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.020675,Correct!,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,27,27,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.969255,Incorrect,,,,,,t2.png,t1.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,28,28,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.63756,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,29,29,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.224315,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,30,30,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.91748,Incorrect,,,,,,t1.png,t1.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,31,31,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.60396,Correct!,,,,,,t2.png,t2.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,32,32,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.972405,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,33,33,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.03827,Correct!,,,,,,t1.png,t2.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,34,34,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.14947,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,35,35,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.219845,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,36,36,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.082525,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,37,37,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.421415,Correct!,,,,,,t3.png,t5.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,38,38,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.050975,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,39,39,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.600335,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,40,40,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.650455,Correct!,,,,,,t4.png,t3.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,41,41,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.438945,Correct!,,,,,,t2.png,t1.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,42,42,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.634215,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,43,43,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.705055,Correct!,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,44,44,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.66233,Correct!,,,,,,t2.png,t1.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,45,45,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.75028,Incorrect,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,46,46,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.45391,Incorrect,,,,,,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,47,47,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.01666,Correct!,,,,,,t4.png,t5.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,48,48,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.83187,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,49,49,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.15867,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,50,50,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.46518,Incorrect,,,,,,t4.png,t2.png,2,0.0591,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,51,51,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.05073,Correct!,,,,,,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,52,52,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.833375,Incorrect,,,,,,t3.png,t5.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,53,53,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.08491,Incorrect,,,,,,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,54,54,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.2756,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,55,55,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.23151,Incorrect,,,,,,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,56,56,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.188015,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,57,57,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
