key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,,,Too slow :(,0,10,10,16,1,t5.png,t4.png,1,0.9,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.000915,Correct!,0,11,11,52,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.3186,Correct!,0,12,12,24,1,t4.png,t2.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.000825,Incorrect,0,13,13,26,1,t4.png,t2.png,2,0.0591,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.900875,Incorrect,0,14,14,75,1,t1.png,t1.png,0,0.97829,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.66726,Correct!,0,15,15,60,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.98376,Incorrect,0,16,16,65,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.166835,Incorrect,0,17,17,27,1,t3.png,t1.png,2,0.0565,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.867385,Incorrect,0,18,18,95,1,t1.png,t1.png,0,0.978,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.667125,Correct!,0,19,19,1,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.236255,Correct!,0,20,20,48,1,t5.png,t5.png,0,0.97829,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.968325,Correct!,0,21,21,25,1,t5.png,t5.png,0,0.97829,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.466125,Incorrect,0,22,22,82,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.87286,Correct!,0,23,23,12,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.63745,Incorrect,0,24,24,7,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.133415,Correct!,0,25,25,6,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.100725,Correct!,0,26,26,45,1,t3.png,t2.png,1,0.90855,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.7168,Correct!,0,27,27,31,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,28,28,104,1,t2.png,t3.png,1,0.90855,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.753725,Correct!,0,29,29,80,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.334555,Correct!,0,30,30,50,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.03322,Correct!,0,31,31,105,1,t3.png,t2.png,1,0.90855,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.402935,Correct!,0,32,32,83,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.116665,Correct!,0,33,33,41,1,t3.png,t2.png,1,0.90855,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.900745,Correct!,0,34,34,107,1,t1.png,t1.png,0,0.978,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.117065,Incorrect,0,35,35,36,1,t3.png,t1.png,2,0.0565,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.387825,Correct!,0,36,36,21,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.86822,Incorrect,0,37,37,18,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,38,38,71,1,t5.png,t5.png,0,0.97829,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.353445,Incorrect,0,39,39,64,1,t1.png,t1.png,0,0.978,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.367055,Incorrect,0,40,40,28,1,t2.png,t3.png,1,0.909,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,41,41,42,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,42,42,17,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,43,43,56,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,44,44,58,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.900675,Correct!,0,45,45,35,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.035135,Correct!,0,46,46,23,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.834235,Incorrect,0,47,47,79,1,t3.png,t2.png,1,0.909,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.90152,Incorrect,0,48,48,66,1,t4.png,t5.png,1,0.9,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,49,49,112,1,t1.png,t1.png,0,0.97829,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,50,50,86,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,51,51,20,1,t2.png,t3.png,1,0.90855,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,52,52,49,1,t4.png,t5.png,1,0.9,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,53,53,59,1,t5.png,t4.png,1,0.9,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,54,54,9,1,t4.png,t5.png,1,0.9,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,55,55,116,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,56,56,2,1,t3.png,t2.png,1,0.90855,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,57,57,10,1,t2.png,t3.png,1,0.90855,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,58,58,46,1,t4.png,t2.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,59,59,117,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,60,60,3,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,61,61,87,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,62,62,72,1,t4.png,t2.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,63,63,5,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,64,64,4,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,65,65,93,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,66,66,78,1,t1.png,t1.png,0,0.978,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,67,67,14,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,68,68,101,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,69,69,37,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,70,70,32,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,71,71,51,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,72,72,89,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,73,73,114,1,t2.png,t3.png,1,0.90855,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,74,74,33,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,75,75,62,1,t5.png,t5.png,0,0.978,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,76,76,54,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,77,77,57,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_13h26.56.040,torte-2b,2020.1.3,MacIntel,60,12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
